X;et_x;direct;flip;id_r;g_indicator;indicator;country;ref;DOI;g_desbio;grupo;orden;fam.spe;habitat;et_y;dif;source;manag;coo1;coo2;r_paper;n;p;phen;r_total;n_total;Zr;r_dir;Zr_dir;Var_dir
354;OpenWater750;+;no;26_82;composition;semi-natural areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Lepidoptera;NA;terrestrial;BuSWInd;easy;table;NA;108.5287119;22.70466881;NA;NA;NA;NA;0.139154286;56;0.140063059;0.139154286;0.140063059;0.018867925
355;Log (areas if forest within 200 (m2));+;no;7_1;composition;semi-natural areas;japan;Baba et al. - 2019 -;10.1007/s10841-019-00132-2;abu_den;Arthropod;Odonata;Libellulidae;aquatic;Adults of S. Infuscatum;easy;graph;EFF;NA;NA;NA;NA;NA;NA;-0.50429585;18;-0.555050458;-0.50429585;-0.555050458;0.066666667
356;CropArea100;-;si;26_2;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abu_den;Arthropod;Odonata;NA;aquatic;DrDaAbund;easy;table;NA;108.2476679;22.64947453;NA;NA;NA;NA;-0.08715048;56;-0.087372133;0.08715048;0.087372133;0.018867925
357;CropArea500;-;si;26_15;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abu_den;Arthropod;Odonata;NA;aquatic;DrDaAbund;easy;table;NA;108.4587368;22.71062113;NA;NA;NA;NA;-0.083510086;56;-0.083705034;0.083510086;0.083705034;0.018867925
358;CropArea750;-;si;26_26;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abu_den;Arthropod;Odonata;NA;aquatic;DrDaAbund;easy;table;NA;108.5018399;22.68915324;NA;NA;NA;NA;-0.062104913;56;-0.062184945;0.062104913;0.062184945;0.018867925
359;CropCompositionalHeterogeneity;+;no;26_39;heterogeinity;LU-crop evenness;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abu_den;Arthropod;Odonata;NA;aquatic;DrDaAbund;easy;table;NA;108.4595098;22.70067997;NA;NA;NA;NA;0.436676233;56;0.468116508;0.436676233;0.468116508;0.018867925
360;FieldMarginLength;+;no;26_60;configuration;connectivity;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abu_den;Arthropod;Odonata;NA;aquatic;DrDaAbund;easy;table;NA;108.4785154;22.95492017;NA;NA;NA;NA;0.128066858;56;0.128773976;0.128066858;0.128773976;0.018867925
361;OpenWater500;+;no;26_64;composition;semi-natural areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abu_den;Arthropod;Odonata;NA;aquatic;DrDaAbund;easy;table;NA;108.2476679;22.64947453;NA;NA;NA;NA;-0.205673589;56;-0.208649606;-0.205673589;-0.208649606;0.018867925
362;OpenWater750;+;no;26_75;composition;semi-natural areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abu_den;Arthropod;Odonata;NA;aquatic;DrDaAbund;easy;table;NA;108.1634174;22.64016571;NA;NA;NA;NA;-0.318315718;56;-0.329771804;-0.318315718;-0.329771804;0.018867925
363;CropArea100;-;si;26_8;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;Arthropod;Odonata;NA;aquatic;DrDaSpRich;easy;table;NA;108.170481;22.64335729;NA;NA;NA;NA;0.027030849;56;0.027037435;-0.027030849;-0.027037435;0.018867925
364;CropArea500;-;si;26_24;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;Arthropod;Odonata;NA;aquatic;DrDaSpRich;easy;table;NA;108.1441942;22.57172556;NA;NA;NA;NA;0.075419027;56;0.075562512;-0.075419027;-0.075562512;0.018867925
365;CropArea750;-;si;26_32;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;Arthropod;Odonata;NA;aquatic;DrDaSpRich;easy;table;NA;108.4702847;22.94169872;NA;NA;NA;NA;0.026597044;56;0.026603318;-0.026597044;-0.026603318;0.018867925
366;CropCompositionalHeterogeneity;+;no;26_41;heterogeinity;LU-crop evenness;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;Arthropod;Odonata;NA;aquatic;DrDaSpRich;easy;table;NA;108.5001181;22.91309866;NA;NA;NA;NA;0.394587094;56;0.417221473;0.394587094;0.417221473;0.018867925
367;FieldMarginLength;+;no;26_56;configuration;connectivity;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;Arthropod;Odonata;NA;aquatic;DrDaSpRich;easy;table;NA;108.4785154;22.95492017;NA;NA;NA;NA;0.148694686;56;0.149805343;0.148694686;0.149805343;0.018867925
368;OpenWater500;+;no;26_68;composition;semi-natural areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;Arthropod;Odonata;NA;aquatic;DrDaSpRich;easy;table;NA;108.2476679;22.64947453;NA;NA;NA;NA;-0.293485221;56;-0.302375728;-0.293485221;-0.302375728;0.018867925
369;OpenWater750;+;no;26_80;composition;semi-natural areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;Arthropod;Odonata;NA;aquatic;DrDaSpRich;easy;table;NA;108.4435648;22.66542532;NA;NA;NA;NA;-0.43721477;56;-0.468782125;-0.43721477;-0.468782125;0.018867925
370;CropArea100;-;si;26_9;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Odonata;NA;aquatic;DrDaSWInd;easy;table;NA;108.4705596;22.93423271;NA;NA;NA;NA;-0.00915791;56;-0.009158166;0.00915791;0.009158166;0.018867925
371;CropArea500;-;si;26_20;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Odonata;NA;aquatic;DrDaSWInd;easy;table;NA;108.2476679;22.64947453;NA;NA;NA;NA;0.04086727;56;0.040890044;-0.04086727;-0.040890044;0.018867925
372;CropArea750;-;si;26_36;composition;crop-areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Odonata;NA;aquatic;DrDaSWInd;easy;table;NA;108.4680915;22.87274939;NA;NA;NA;NA;0.001759197;56;0.001759199;-0.001759197;-0.001759199;0.018867925
373;CropCompositionalHeterogeneity;+;no;26_48;heterogeinity;LU-crop evenness;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Odonata;NA;aquatic;DrDaSWInd;easy;table;NA;108.151942;22.59997431;NA;NA;NA;NA;0.399261128;56;0.42276963;0.399261128;0.42276963;0.018867925
374;FieldMarginLength;+;no;26_50;configuration;connectivity;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Odonata;NA;aquatic;DrDaSWInd;easy;table;NA;108.170481;22.64335729;NA;NA;NA;NA;0.114825804;56;0.115334492;0.114825804;0.115334492;0.018867925
375;OpenWater500;+;no;26_70;composition;semi-natural areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Odonata;NA;aquatic;DrDaSWInd;easy;table;NA;108.4705596;22.93423271;NA;NA;NA;NA;-0.332056585;56;-0.345137935;-0.332056585;-0.345137935;0.018867925
376;OpenWater750;+;no;26_84;composition;semi-natural areas;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;Arthropod;Odonata;NA;aquatic;DrDaSWInd;easy;table;NA;108.1634174;22.64016571;NA;NA;NA;NA;-0.464005215;56;-0.502403413;-0.464005215;-0.502403413;0.018867925
377;1000edd;+;no;4_3;configuration;connectivity;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;0.339204352;60;0.353193157;0.339204352;0.353193157;0.01754386
378;1000Fallow;+;no;4_4;composition;transition area;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;0.556622944;60;0.627926712;0.556622944;0.627926712;0.01754386
379;1000HN;+;no;4_9;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;-0.318599492;60;-0.330087605;-0.318599492;-0.330087605;0.01754386
380;1000Rice;-;si;4_10;composition;crop-areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;-0.587909595;60;-0.674465478;0.587909595;0.674465478;0.01754386
381;1000Road;+;no;4_14;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;0.098615367;60;0.098936923;0.098615367;0.098936923;0.01754386
382;1000SHDI;+;no;4_16;heterogeinity;LU-crop evenness;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;-0.270803064;60;-0.277730236;-0.270803064;-0.277730236;0.01754386
383;1000Urban;-;si;4_19;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;-0.444009552;60;-0.47721391;0.444009552;0.47721391;0.01754386
384;1000Water;+;no;4_24;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;0.680667845;60;0.83035736;0.680667845;0.83035736;0.01754386
385;200edd;+;no;4_27;configuration;connectivity;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;0.244078207;60;0.249106108;0.244078207;0.249106108;0.01754386
386;200Fallow;+;no;4_29;composition;transition area;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;0.236349747;60;0.240904332;0.236349747;0.240904332;0.01754386
387;200HN;+;no;4_32;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;0.489034852;60;0.534791027;0.489034852;0.534791027;0.01754386
388;200Rice;-;si;4_35;composition;crop-areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;-0.440469777;60;-0.472813515;0.440469777;0.472813515;0.01754386
389;200Road;+;no;4_39;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;-0.234075452;60;-0.238496842;-0.234075452;-0.238496842;0.01754386
390;200SHDI;+;no;4_42;heterogeinity;LU-crop evenness;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;0.208473169;60;0.21157461;0.208473169;0.21157461;0.01754386
391;200Urban;-;si;4_45;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;0.313621316;60;0.324556736;-0.313621316;-0.324556736;0.01754386
392;200Water;+;no;4_48;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;0.331786261;60;0.344834141;0.331786261;0.344834141;0.01754386
393;500edd;+;no;4_49;configuration;connectivity;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;0.258637503;60;0.264647681;0.258637503;0.264647681;0.01754386
394;500Fallow;+;no;4_54;composition;transition area;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;0.553277205;60;0.623092023;0.553277205;0.623092023;0.01754386
395;500HN;+;no;4_55;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;-0.00721192;60;-0.007212045;-0.00721192;-0.007212045;0.01754386
396;500Rice;-;si;4_58;composition;crop-areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;-0.597381325;60;-0.689065499;0.597381325;0.689065499;0.01754386
397;500Road;+;no;4_63;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;-0.119626463;60;-0.120202051;-0.119626463;-0.120202051;0.01754386
398;500SHDI;+;no;4_66;heterogeinity;LU-crop evenness;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;-0.042926988;60;-0.042953385;-0.042926988;-0.042953385;0.01754386
399;500Urban;-;si;4_67;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;-0.201162825;60;-0.203944124;0.201162825;0.203944124;0.01754386
400;500Water;+;no;4_72;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;0.396892547;60;0.419955031;0.396892547;0.419955031;0.01754386
401;700edd;+;no;4_74;configuration;connectivity;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;0.341634263;60;0.35594157;0.341634263;0.35594157;0.01754386
402;700Fallow;+;no;4_78;composition;transition area;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;0.533649549;60;0.595234054;0.533649549;0.595234054;0.01754386
403;700HN;+;no;4_79;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;-0.137551802;60;-0.138429302;-0.137551802;-0.138429302;0.01754386
404;700Rice;-;si;4_84;composition;crop-areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;-0.564368049;60;-0.639219741;0.564368049;0.639219741;0.01754386
405;700Road;+;no;4_85;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;heading;0.06138966;60;0.061466954;0.06138966;0.061466954;0.01754386
406;700SHDI;+;no;4_88;heterogeinity;LU-crop evenness;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;mid;-0.127083514;60;-0.127774363;-0.127083514;-0.127774363;0.01754386
407;700Urban;-;si;4_91;composition;non-crop areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;-0.326603418;60;-0.339021351;0.326603418;0.339021351;0.01754386
408;700Water;+;no;4_96;composition;semi-natural areas;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abu_den;Arthropod;NA;NA;NA;NE;easy;table;NA;NA;NA;NA;NA;NA;max;0.503098353;60;0.553445856;0.503098353;0.553445856;0.01754386
409;COH_100;+;no;12_2;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.14472509;187;0.145748421;0.14472509;0.145748421;0.005434783
410;COH_200;+;no;12_6;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.243578954;187;0.248575297;0.243578954;0.248575297;0.005434783
411;COH_300;+;no;12_11;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.244414029;187;0.249463235;0.244414029;0.249463235;0.005434783
412;FRAC_100;+;no;12_15;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.136795728;187;-0.137658728;-0.136795728;-0.137658728;0.005434783
413;FRAC_200;+;no;12_18;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.221365023;187;-0.225091013;-0.221365023;-0.225091013;0.005434783
414;FRAC_300;+;no;12_22;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.052375669;187;-0.05242364;-0.052375669;-0.05242364;0.005434783
415;NP_100;+;no;12_25;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.03919134;187;0.039211424;0.03919134;0.039211424;0.005434783
416;NP_200;+;no;12_29;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.047280984;187;0.047316263;0.047280984;0.047316263;0.005434783
417;NP_300;+;no;12_35;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.025117365;187;-0.025122649;-0.025117365;-0.025122649;0.005434783
418;SHDI_100;+;no;12_39;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.187894155;187;-0.190153359;-0.187894155;-0.190153359;0.005434783
419;SHDI_200;+;no;12_42;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.166115179;187;-0.167668927;-0.166115179;-0.167668927;0.005434783
420;SHDI_300;+;no;12_45;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Detritivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.090482973;187;0.090731126;0.090482973;0.090731126;0.005434783
421;COH_100;+;no;12_3;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.127614902;187;-0.128314511;-0.127614902;-0.128314511;0.005434783
422;COH_200;+;no;12_8;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.293202387;187;-0.302066264;-0.293202387;-0.302066264;0.005434783
423;COH_300;+;no;12_10;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.120592565;187;-0.121182294;-0.120592565;-0.121182294;0.005434783
424;FRAC_100;+;no;12_13;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.06922651;187;-0.069337414;-0.06922651;-0.069337414;0.005434783
425;FRAC_200;+;no;12_20;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.021722708;187;0.021726126;0.021722708;0.021726126;0.005434783
426;FRAC_300;+;no;12_21;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.073943684;187;0.074078894;0.073943684;0.074078894;0.005434783
427;NP_100;+;no;12_26;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.267570375;187;-0.274244998;-0.267570375;-0.274244998;0.005434783
428;NP_200;+;no;12_30;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.333415652;187;-0.346666202;-0.333415652;-0.346666202;0.005434783
429;NP_300;+;no;12_36;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.354314418;187;-0.370368985;-0.354314418;-0.370368985;0.005434783
430;SHDI_100;+;no;12_38;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.007830016;187;0.007830176;0.007830016;0.007830176;0.005434783
431;SHDI_200;+;no;12_44;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;-0.089243906;187;-0.089481972;-0.089243906;-0.089481972;0.005434783
432;SHDI_300;+;no;12_47;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hemiptera;NA;NA;Herbivores;easy;table;NA;NA;NA;NA;NA;NA;max;0.065228598;187;0.065321346;0.065228598;0.065321346;0.005434783
433;COH_100;+;no;12_1;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.109669941;187;0.110112826;0.109669941;0.110112826;0.005434783
434;COH_200;+;no;12_7;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.19372039;187;0.196199747;0.19372039;0.196199747;0.005434783
435;COH_300;+;no;12_9;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.173640594;187;0.17541801;0.173640594;0.17541801;0.005434783
436;FRAC_100;+;no;12_16;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;-0.085453629;187;-0.085662548;-0.085453629;-0.085662548;0.005434783
437;FRAC_200;+;no;12_19;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.03694805;187;0.036964877;0.03694805;0.036964877;0.005434783
438;FRAC_300;+;no;12_23;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.107015379;187;0.107426733;0.107015379;0.107426733;0.005434783
439;NP_100;+;no;12_27;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;-0.120860328;187;-0.121454018;-0.120860328;-0.121454018;0.005434783
440;NP_200;+;no;12_31;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;-0.17636822;187;-0.178231815;-0.17636822;-0.178231815;0.005434783
441;NP_300;+;no;12_33;configuration;aggregation;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;-0.254470784;187;-0.260187377;-0.254470784;-0.260187377;0.005434783
442;SHDI_100;+;no;12_37;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.090021592;187;0.090265956;0.090021592;0.090265956;0.005434783
443;SHDI_200;+;no;12_41;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.132959334;187;0.133751244;0.132959334;0.133751244;0.005434783
444;SHDI_300;+;no;12_46;heterogeinity;LU-crop evenness;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;Hymenoptera;NA;NA;Parasitoids;easy;table;NA;NA;NA;NA;NA;NA;max;0.188031945;187;0.190296196;0.188031945;0.190296196;0.005434783
445;COH_100;+;no;12_4;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Predators;easy;table;NA;NA;NA;NA;NA;NA;max;-0.016980261;187;-0.016981893;-0.016980261;-0.016981893;0.005434783
446;COH_200;+;no;12_5;configuration;connectivity;philippines;Dominik et al. - 2018 -;10.1111/1365-2664.13226;abu_den;Arthropod;NA;NA;NA;Predators;easy;table;NA;NA;NA;NA;NA;NA;max;-0.16369054;187;-0.165176511;-0.16369054;-0.165176511;0.005434783
