X;et_x;direct;flip;id_r;g_indicator;indicator;metric;obs_land;country;ref;DOI;des_bio;g_desbio;grupo;orden;fam.spe;habitat;funct;et_y;dif;source;manag;site_land;coo1;coo2;r_paper;n;p;coef;phen;obs_gen;n_cal;correlacion.x;correlacion.y;num_filas;r_total;r_absoluta;n_total;xy_cero;Zr;VarZr;r_dir;Zr_dir;Var_dir;tax
254;Core area index;-;si;13_27;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Copidosomopsis nacoleiae;terrestrial;parasitoid;TELENO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.227199358;0.198822784;28;0.227199358;0.227199358;28;si;0.231234397;0.04;-0.227199358;-0.231234397;0.04;invertebrate
255;Number patches;+;no;13_97;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Copidosomopsis nacoleiae;terrestrial;parasitoid;TELENO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.053073427;0.135389491;28;0.053073427;0.053073427;28;si;0.053123344;0.04;0.053073427;0.053123344;0.04;invertebrate
256;SHDI;+;no;13_134;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Copidosomopsis nacoleiae;terrestrial;parasitoid;TELENO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.004482828;0.019882278;28;-0.004482828;0.004482828;28;si;-0.004482858;0.04;-0.004482828;-0.004482858;0.04;invertebrate
257;Core area index;-;si;13_56;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Telenomus spec. 4;terrestrial;parasitoid;TELENO1;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.151238391;0.047223278;28;0.151238391;0.151238391;28;si;0.152407574;0.04;-0.151238391;-0.152407574;0.04;invertebrate
258;Number patches;+;no;13_70;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Telenomus spec. 4;terrestrial;parasitoid;TELENO1;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.127643654;-0.001799475;28;-0.127643654;0.127643654;28;si;-0.128343739;0.04;-0.127643654;-0.128343739;0.04;invertebrate
259;SHDI;+;no;13_145;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Telenomus spec. 4;terrestrial;parasitoid;TELENO1;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.141667288;-0.193390567;28;-0.141667288;0.141667288;28;si;-0.142626603;0.04;-0.141667288;-0.142626603;0.04;invertebrate
260;Core area index;-;si;13_23;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gryon nixoni;terrestrial;parasitoid;GRYNIX;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.062252849;0.067949762;28;0.062252849;0.062252849;28;si;0.062333455;0.04;-0.062252849;-0.062333455;0.04;invertebrate
261;Number patches;+;no;13_80;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gryon nixoni;terrestrial;parasitoid;GRYNIX;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.081362046;0.09488842;28;-0.081362046;0.081362046;28;si;-0.081542295;0.04;-0.081362046;-0.081542295;0.04;invertebrate
262;SHDI;+;no;13_141;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gryon nixoni;terrestrial;parasitoid;GRYNIX;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.044715517;0.165293521;28;0.044715517;0.044715517;28;si;0.044745355;0.04;0.044715517;0.044745355;0.04;invertebrate
263;Core area index;-;si;13_11;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Mymar taprobanicum;terrestrial;parasitoid;MYMTAP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.23129493;0.101604943;28;0.23129493;0.23129493;28;NA;0.235557156;0.04;-0.23129493;-0.235557156;0.04;invertebrate
264;Number patches;+;no;13_95;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Mymar taprobanicum;terrestrial;parasitoid;MYMTAP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.2110494;-0.211809868;28;-0.2110494;0.2110494;28;si;-0.214269414;0.04;-0.2110494;-0.214269414;0.04;invertebrate
265;SHDI;+;no;13_152;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Mymar taprobanicum;terrestrial;parasitoid;MYMTAP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.253868754;0.245470348;28;0.253868754;0.253868754;28;si;0.259543768;0.04;0.253868754;0.259543768;0.04;invertebrate
266;Core area index;-;si;13_39;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Oligosita spp.;terrestrial;parasitoid;OLIGOS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.257367552;0.221788023;28;0.257367552;0.257367552;28;si;0.263287167;0.04;-0.257367552;-0.263287167;0.04;invertebrate
267;Number patches;+;no;13_96;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Oligosita spp.;terrestrial;parasitoid;OLIGOS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.442520952;-0.295605499;28;-0.442520952;0.442520952;28;si;-0.475361301;0.04;-0.442520952;-0.475361301;0.04;invertebrate
268;SHDI;+;no;13_160;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Oligosita spp.;terrestrial;parasitoid;OLIGOS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.264249383;0.350754722;28;0.264249383;0.264249383;28;si;0.270671313;0.04;0.264249383;0.270671313;0.04;invertebrate
269;Core area index;-;si;13_41;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Opius barrioni;terrestrial;parasitoid;OPIBAR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.15002271;-0.078174047;28;-0.15002271;0.15002271;28;si;-0.151163669;0.04;0.15002271;0.151163669;0.04;invertebrate
270;Number patches;+;no;13_58;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Opius barrioni;terrestrial;parasitoid;OPIBAR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.24999537;-0.174236334;28;-0.24999537;0.24999537;28;si;-0.255407873;0.04;-0.24999537;-0.255407873;0.04;invertebrate
271;SHDI;+;no;13_162;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Opius barrioni;terrestrial;parasitoid;OPIBAR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.015728032;0.213762228;28;0.015728032;0.015728032;28;si;0.015729329;0.04;0.015728032;0.015729329;0.04;invertebrate
272;Core area index;-;si;13_37;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Orius tantillus;terrestrial;predator;ORITAN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.177661284;-0.142234761;28;-0.177661284;0.177661284;28;NA;-0.179566707;0.04;0.177661284;0.179566707;0.04;invertebrate
273;Number patches;+;no;13_84;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Orius tantillus;terrestrial;predator;ORITAN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.095587473;0.033656145;28;-0.095587473;0.095587473;28;si;-0.095880206;0.04;-0.095587473;-0.095880206;0.04;invertebrate
274;SHDI;+;no;13_124;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Orius tantillus;terrestrial;predator;ORITAN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.0254924;-0.079529113;28;-0.0254924;0.0254924;28;si;-0.025497924;0.04;-0.0254924;-0.025497924;0.04;invertebrate
275;Core area index;-;si;13_31;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Paraphylax spec. 2;terrestrial;parasitoid;PARAPH;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.1775783;-0.226244689;28;-0.1775783;0.1775783;28;si;-0.17948102;0.04;0.1775783;0.17948102;0.04;invertebrate
276;Number patches;+;no;13_88;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Paraphylax spec. 2;terrestrial;parasitoid;PARAPH;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.233436186;-0.267082601;28;-0.233436186;0.233436186;28;si;-0.237820626;0.04;-0.233436186;-0.237820626;0.04;invertebrate
277;SHDI;+;no;13_133;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Paraphylax spec. 2;terrestrial;parasitoid;PARAPH;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.025884458;0.252741815;28;0.025884458;0.025884458;28;si;0.025890241;0.04;0.025884458;0.025890241;0.04;invertebrate
278;Core area index;-;si;13_8;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Pediobus spec. 1;terrestrial;parasitoid;PEDIOB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.067177343;0.159903316;28;0.067177343;0.067177343;28;NA;0.06727867;0.04;-0.067177343;-0.06727867;0.04;invertebrate
279;Number patches;+;no;13_90;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Pediobus spec. 1;terrestrial;parasitoid;PEDIOB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.218872349;-0.057638593;28;-0.218872349;0.218872349;28;si;-0.222471412;0.04;-0.218872349;-0.222471412;0.04;invertebrate
280;SHDI;+;no;13_150;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Pediobus spec. 1;terrestrial;parasitoid;PEDIOB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.133630894;0.117406489;28;0.133630894;0.133630894;28;si;0.134434952;0.04;0.133630894;0.134434952;0.04;invertebrate
281;Core area index;-;si;13_16;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Platygaster spec. 1;terrestrial;parasitoid;PLATYG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.16108843;0.150095755;28;0.16108843;0.16108843;28;si;0.162503922;0.04;-0.16108843;-0.162503922;0.04;invertebrate
282;Number patches;+;no;13_91;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Platygaster spec. 1;terrestrial;parasitoid;PLATYG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.196281048;-0.157286223;28;-0.196281048;0.196281048;28;si;-0.198861625;0.04;-0.196281048;-0.198861625;0.04;invertebrate
283;SHDI;+;no;13_151;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Platygaster spec. 1;terrestrial;parasitoid;PLATYG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.316109873;0.335928594;28;0.316109873;0.316109873;28;si;0.327319163;0.04;0.316109873;0.327319163;0.04;invertebrate
284;Core area index;-;si;13_13;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Recilia dorsalis;terrestrial;herbivore;RECDOR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.219662954;0.162588877;28;0.219662954;0.219662954;28;si;0.223301948;0.04;-0.219662954;-0.223301948;0.04;invertebrate
285;Number patches;+;no;13_92;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Recilia dorsalis;terrestrial;herbivore;RECDOR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.220096885;0.24094366;28;0.220096885;0.220096885;28;NA;0.223757924;0.04;0.220096885;0.223757924;0.04;invertebrate
286;SHDI;+;no;13_153;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Recilia dorsalis;terrestrial;herbivore;RECDOR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.093736012;0.094461847;28;0.093736012;0.093736012;28;si;0.094012004;0.04;0.093736012;0.094012004;0.04;invertebrate
287;Core area index;-;si;13_54;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Tetrastichus spec. 1;terrestrial;parasitoid;TETRAS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.132776456;-0.078262298;28;-0.132776456;0.132776456;28;si;-0.13356508;0.04;0.132776456;0.13356508;0.04;invertebrate
288;Number patches;+;no;13_72;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Tetrastichus spec. 1;terrestrial;parasitoid;TETRAS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.21326759;-0.168291971;28;-0.21326759;0.21326759;28;si;-0.216592154;0.04;-0.21326759;-0.216592154;0.04;invertebrate
289;SHDI;+;no;13_147;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Tetrastichus spec. 1;terrestrial;parasitoid;TETRAS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.043941503;0.172393449;28;0.043941503;0.043941503;28;si;0.043969817;0.04;0.043941503;0.043969817;0.04;invertebrate
290;Core area index;-;si;13_46;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichomalopsis apanteloctena;terrestrial;parasitoid;TRIAPA;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.098285385;-0.146471306;28;-0.098285385;0.098285385;28;NA;-0.098603712;0.04;0.098285385;0.098603712;0.04;invertebrate
291;Number patches;+;no;13_99;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichomalopsis apanteloctena;terrestrial;parasitoid;TRIAPA;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.308449575;-0.319349085;28;-0.308449575;0.308449575;28;si;-0.318831058;0.04;-0.308449575;-0.318831058;0.04;invertebrate
292;SHDI;+;no;13_137;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichomalopsis apanteloctena;terrestrial;parasitoid;TRIAPA;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.020025405;-0.113286401;28;-0.020025405;0.020025405;28;si;-0.020028082;0.04;-0.020025405;-0.020028082;0.04;invertebrate
293;Core area index;-;si;13_47;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichogramma chilonis;terrestrial;parasitoid;TRICHI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.311022903;0.350223428;28;0.311022903;0.311022903;28;si;0.321677462;0.04;-0.311022903;-0.321677462;0.04;invertebrate
294;Number patches;+;no;13_100;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichogramma chilonis;terrestrial;parasitoid;TRICHI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.072942786;-0.028597495;28;-0.072942786;0.072942786;28;si;-0.073072568;0.04;-0.072942786;-0.073072568;0.04;invertebrate
295;SHDI;+;no;13_165;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichogramma chilonis;terrestrial;parasitoid;TRICHI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.075226985;-0.178685422;28;-0.075226985;0.075226985;28;si;-0.075369374;0.04;-0.075226985;-0.075369374;0.04;invertebrate
296;Core area index;-;si;13_48;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichogramma spp.;terrestrial;parasitoid;TRICHO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.350607877;0.290083966;28;0.350607877;0.350607877;28;si;0.36613666;0.04;-0.350607877;-0.36613666;0.04;invertebrate
297;Number patches;+;no;13_101;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichogramma spp.;terrestrial;parasitoid;TRICHO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.363520583;-0.324905457;28;-0.363520583;0.363520583;28;si;-0.380936609;0.04;-0.363520583;-0.380936609;0.04;invertebrate
298;SHDI;+;no;13_128;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Trichogramma spp.;terrestrial;parasitoid;TRICHO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.214908046;0.192296154;28;0.214908046;0.214908046;28;NA;0.21831141;0.04;0.214908046;0.21831141;0.04;invertebrate
299;Core area index;-;si;13_49;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Tytthus chinensis;terrestrial;predator;TYTCHI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.169863035;-0.318116454;28;-0.169863035;0.169863035;28;si;-0.171525626;0.04;0.169863035;0.171525626;0.04;invertebrate
300;Number patches;+;no;13_98;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Tytthus chinensis;terrestrial;predator;TYTCHI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.055828615;-0.134624579;28;-0.055828615;0.055828615;28;si;-0.055886727;0.04;-0.055828615;-0.055886727;0.04;invertebrate
301;SHDI;+;no;13_129;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Tytthus chinensis;terrestrial;predator;TYTCHI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.309796735;0.259999025;28;0.309796735;0.309796735;28;NA;0.320320549;0.04;0.309796735;0.320320549;0.04;invertebrate
302;CropArea100;-;si;26_3;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaAbund;easy;table;NA;paddy;108.5300142;22.92119826;NA;NA;NA;NA;NA;RICE-RICE_summer;58;0.06228001;0.092851618;58;0.06228001;0.06228001;58;NA;0.062360722;0.018181818;-0.06228001;-0.062360722;0.018181818;invertebrate
303;CropArea500;-;si;26_14;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaAbund;easy;table;NA;paddy;108.4702847;22.94169872;NA;NA;NA;NA;NA;RICE-RICE_summer;58;0.124754704;0.17300434;58;0.124754704;0.124754704;58;NA;0.125408032;0.018181818;-0.124754704;-0.125408032;0.018181818;invertebrate
304;CropArea750;-;si;26_27;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaAbund;easy;table;NA;paddy;108.4785154;22.95492017;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;0.149767857;0.165343156;58;0.149767857;0.149767857;58;NA;0.150902958;0.018181818;-0.149767857;-0.150902958;0.018181818;invertebrate
305;CropCompositionalHeterogeneity;+;no;26_37;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaAbund;easy;table;NA;paddy;108.4680915;22.87274939;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;-0.080362701;-0.079331881;58;-0.080362701;0.080362701;58;NA;-0.080536373;0.018181818;-0.080362701;-0.080536373;0.018181818;invertebrate
306;FieldMarginLength;+;no;26_57;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaAbund;easy;table;NA;paddy;108.4862823;22.89382263;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;0.370836794;0.330638027;58;0.370836794;0.370836794;58;NA;0.389392969;0.018181818;0.370836794;0.389392969;0.018181818;invertebrate
307;OpenWater500;+;no;26_61;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaAbund;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;RICE-RICE_summer;58;0.033786309;0.029115718;58;0.033786309;0.033786309;58;NA;0.033799174;0.018181818;0.033786309;0.033799174;0.018181818;invertebrate
308;OpenWater750;+;no;26_76;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaAbund;easy;table;NA;paddy;108.1634174;22.64016571;NA;NA;NA;NA;NA;RICE-RICE_summer;58;0.096028284;-0.025961113;58;0.096028284;0.096028284;58;NA;0.096325101;0.018181818;0.096028284;0.096325101;0.018181818;invertebrate
309;CropArea100;-;si;26_5;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSpRich;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;-0.065198331;-0.028194045;58;-0.065198331;0.065198331;58;NA;-0.06529095;0.018181818;0.065198331;0.06529095;0.018181818;invertebrate
310;CropArea500;-;si;26_21;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSpRich;easy;table;NA;paddy;108.5300142;22.92119826;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;-0.048694711;-0.010063261;58;-0.048694711;0.048694711;58;NA;-0.048733254;0.018181818;0.048694711;0.048733254;0.018181818;invertebrate
311;CropArea750;-;si;26_29;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSpRich;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;-0.021319543;-0.000422826;58;-0.021319543;0.021319543;58;NA;-0.021322774;0.018181818;0.021319543;0.021322774;0.018181818;invertebrate
312;CropCompositionalHeterogeneity;+;no;26_42;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSpRich;easy;table;NA;paddy;108.1441942;22.57172556;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;0.003370018;0.02555561;58;0.003370018;0.003370018;58;NA;0.003370031;0.018181818;0.003370018;0.003370031;0.018181818;invertebrate
313;FieldMarginLength;+;no;26_53;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSpRich;easy;table;NA;paddy;108.2273207;22.63498357;NA;NA;NA;NA;NA;RICE-MINOR_summer;58;0.230620195;0.208690054;58;0.230620195;0.230620195;58;NA;0.234844401;0.018181818;0.230620195;0.234844401;0.018181818;invertebrate
314;OpenWater500;+;no;26_65;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSpRich;easy;table;NA;paddy;108.5001181;22.91309866;NA;NA;NA;NA;NA;RICE-RICE_summer;58;-0.003082168;0.002790652;58;-0.003082168;0.003082168;58;NA;-0.003082178;0.018181818;-0.003082168;-0.003082178;0.018181818;invertebrate
315;OpenWater750;+;no;26_77;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Hymenoptera;NA;NA;pollinator;BeWaSpRich;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;RICE-RICE_summer;58;-0.003457447;-0.03550048;58;-0.003457447;0.003457447;58;NA;-0.003457461;0.018181818;-0.003457447;-0.003457461;0.018181818;invertebrate
